OrderID,CustomerID,KitchenID,RiderID,OrderDate,PreparationTime,DeliveryTime,OrderStatus,TotalAmount,Discount,TotalCost,CustomerRating,DistanceKM,PaymentMethod,DeliveryPartner,Weather,TrafficLevel,TimeSlot,OrderPriority,CouponCode,DiscountType,PreparationDelayReason,DeliveryDelayReason
O012499,C00703,K018,R0063,2026-11-04,28,24,Delivered,492,99,369,4.8,7,Debit Card,In-House,Sunny,Low,Breakfast,Express,FIRST50,No Discount,Equipment Issue,
O012500,C00120,K030,R0153,2025-08-13,15,35,Delivered,1106,187,663,3.3,13,UPI,Porter,Cloudy,Medium,Breakfast,Normal,NONE,No Discount,,Rider Delay
O012501,C00763,K026,R0229,2025-05-15,27,24,Delivered,203,191,137,4.0,3,UPI,Shadowfax,Rainy,High,Breakfast,Express,FIRST50,No Discount,High Order Volume,
O012502,C01231,K041,R0470,2025-02-13,21,27,Delivered,1217,186,793,3.7,2,UPI,Dunzo,Rainy,High,Evening,Express,WELCOME100,Flat,,
O012503,C01763,K025,R0290,2025-09-15,40,22,Delivered,1273,41,948,4.1,8,Wallet,Dunzo,Rainy,Low,Breakfast,Express,SAVE50,Percentage,Equipment Issue,
O012504,C00657,K018,R0011,2026-11-18,11,22,Cancelled,1382,145,939,3.2,6,Cash,Shadowfax,Rainy,High,Breakfast,Express,FESTIVE20,No Discount,,Customer Unavailable
O012505,C02403,K038,R0077,2025-02-15,12,32,Delivered,267,55,177,4.5,9,Debit Card,Dunzo,Sunny,Medium,Dinner,Express,NONE,No Discount,,Traffic
O012506,C00183,K025,R0420,2026-10-27,33,38,Delivered,315,186,181,4.2,2,Debit Card,Dunzo,Rainy,High,Lunch,Normal,FESTIVE20,No Discount,High Order Volume,Customer Unavailable
O012507,C00564,K021,R0479,2025-10-12,16,40,Delivered,1192,35,761,3.8,8,Cash,Shadowfax,Cloudy,High,Dinner,Express,FIRST50,No Discount,,Rider Delay
O012508,C02135,K008,R0384,2026-09-20,38,51,Delivered,546,154,380,3.3,14,UPI,Dunzo,Sunny,High,Dinner,Express,FIRST50,No Discount,Ingredient Delay,Rider Delay
O012509,C00152,K010,R0211,2025-08-01,28,39,Delivered,640,134,493,4.8,13,UPI,Shadowfax,Rainy,Low,Breakfast,Express,NONE,Percentage,Staff Shortage,Rider Delay
O012510,C02573,K039,R0178,2026-10-22,17,49,Delivered,894,113,604,3.6,15,Cash,Dunzo,Sunny,Medium,Lunch,Express,SAVE50,No Discount,,Rider Delay
O012511,C02101,K039,R0432,2026-07-21,34,26,Cancelled,1401,62,908,3.5,10,Wallet,Dunzo,Sunny,Medium,Dinner,Normal,WELCOME100,Flat,Ingredient Delay,Rider Delay
O012512,C02336,K017,R0484,2026-02-15,24,32,Delivered,378,88,231,3.5,5,Wallet,Dunzo,Sunny,Low,Evening,Express,WELCOME100,No Discount,,Traffic
O012513,C02035,K046,R0185,2025-12-12,14,55,Delivered,789,53,537,3.9,6,Credit Card,Shadowfax,Cloudy,Medium,Lunch,Normal,WELCOME100,Percentage,,Traffic
O012514,C01141,K049,R0459,2025-12-23,31,35,Delivered,1262,133,765,4.6,10,Debit Card,In-House,Sunny,Low,Breakfast,Express,FESTIVE20,Flat,High Order Volume,Customer Unavailable
O012515,C00816,K003,R0277,2026-12-04,40,50,Delivered,946,176,547,4.3,3,Cash,Shadowfax,Cloudy,Medium,Evening,Normal,FIRST50,Flat,Equipment Issue,Heavy Rain
O012516,C01460,K022,R0157,2026-10-09,12,32,Delivered,1224,170,800,3.9,15,UPI,In-House,Rainy,Low,Lunch,Normal,SAVE50,Flat,,Rider Delay
O012517,C00820,K037,R0146,2026-06-15,38,35,Delivered,1165,199,772,3.6,15,UPI,Porter,Cloudy,Medium,Lunch,Normal,FESTIVE20,No Discount,Equipment Issue,Traffic
O012518,C01399,K048,R0340,2025-02-09,15,50,Delivered,810,104,478,4.5,3,Credit Card,Porter,Sunny,Medium,Breakfast,Normal,FIRST50,Flat,,Customer Unavailable
O012519,C02369,K008,R0249,2026-10-22,23,57,Delivered,1024,179,572,4.0,7,Credit Card,Dunzo,Cloudy,Low,Lunch,Express,SAVE50,Flat,,Traffic
O012520,C01886,K030,R0133,2025-02-21,22,44,Cancelled,932,118,606,5.0,8,Wallet,Porter,Sunny,Low,Evening,Express,FESTIVE20,No Discount,,Rider Delay
O012521,C01807,K050,R0431,2025-01-16,15,39,Cancelled,439,128,324,3.4,10,Debit Card,Dunzo,Sunny,Medium,Evening,Normal,FIRST50,Flat,,Rider Delay
O012522,C01072,K029,R0238,2025-09-18,31,54,Delivered,1054,76,768,3.2,12,Cash,Shadowfax,Cloudy,Low,Breakfast,Normal,NONE,No Discount,Staff Shortage,Customer Unavailable
O012523,C02150,K020,R0234,2025-05-14,19,31,Delivered,1429,158,1094,4.2,8,Cash,Dunzo,Rainy,High,Breakfast,Express,SAVE50,No Discount,,Heavy Rain
O012524,C00386,K050,R0470,2026-08-24,29,31,Delivered,266,37,178,3.1,4,Cash,Shadowfax,Sunny,High,Dinner,Normal,NONE,Flat,Ingredient Delay,Customer Unavailable
O012525,C00322,K032,R0105,2025-07-16,11,36,Delivered,1040,197,707,4.8,2,Credit Card,Dunzo,Rainy,Medium,Evening,Normal,FESTIVE20,Flat,,Traffic
O012526,C00288,K031,R0066,2025-07-13,10,34,Delivered,585,149,423,3.8,2,Wallet,Porter,Sunny,Low,Breakfast,Normal,NONE,No Discount,,Customer Unavailable
O012527,C02460,K026,R0445,2026-10-01,20,60,Delivered,234,105,169,4.3,15,UPI,In-House,Sunny,High,Dinner,Express,NONE,Percentage,,Customer Unavailable
O012528,C00519,K019,R0106,2026-08-20,22,24,Delivered,675,15,404,3.8,9,Credit Card,In-House,Rainy,Medium,Dinner,Normal,NONE,No Discount,,
O012529,C00182,K026,R0419,2026-12-01,14,44,Delivered,436,137,328,4.8,7,UPI,Dunzo,Cloudy,Low,Dinner,Normal,NONE,Percentage,,Rider Delay
O012530,C00212,K041,R0493,2026-10-18,17,44,Delivered,380,56,287,4.1,3,UPI,Porter,Cloudy,Medium,Lunch,Normal,NONE,No Discount,,Customer Unavailable
O012531,C02419,K044,R0130,2025-08-26,38,39,Delivered,1451,111,1059,4.6,5,Debit Card,In-House,Sunny,Medium,Lunch,Normal,SAVE50,Flat,Ingredient Delay,Customer Unavailable
O012532,C02609,K005,R0134,2025-01-18,17,32,Delivered,677,136,374,4.1,4,Cash,Shadowfax,Cloudy,Low,Breakfast,Normal,WELCOME100,Percentage,,Rider Delay
O012533,C01946,K043,R0496,2026-03-20,27,16,Delivered,510,1,288,5.0,5,Cash,Shadowfax,Sunny,Medium,Dinner,Express,SAVE50,Flat,Ingredient Delay,
O012534,C02502,K017,R0001,2025-02-08,14,16,Delivered,680,63,503,4.0,12,Wallet,Dunzo,Sunny,Medium,Breakfast,Normal,SAVE50,No Discount,,
O012535,C01653,K029,R0046,2026-03-28,26,60,Delivered,1007,171,558,3.7,9,Debit Card,Dunzo,Sunny,Low,Evening,Normal,WELCOME100,Percentage,Equipment Issue,Rider Delay
O012536,C01334,K012,R0407,2026-10-15,19,17,Delivered,700,2,456,4.2,2,UPI,Dunzo,Cloudy,Medium,Breakfast,Normal,SAVE50,Flat,,
O012537,C02850,K011,R0332,2026-05-08,36,44,Delivered,1156,122,686,3.1,13,Debit Card,Porter,Cloudy,Medium,Breakfast,Normal,WELCOME100,Percentage,Equipment Issue,Traffic
O012538,C00877,K016,R0328,2025-05-16,18,42,Cancelled,875,172,582,4.1,13,Wallet,Porter,Cloudy,Medium,Lunch,Normal,NONE,Percentage,,Rider Delay
O012539,C02954,K018,R0113,2025-03-09,17,53,Delivered,262,164,175,3.5,11,Credit Card,In-House,Rainy,High,Evening,Express,FESTIVE20,Percentage,,Heavy Rain
O012540,C00201,K048,R0455,2026-06-20,37,31,Delivered,1213,50,876,4.5,7,Cash,Porter,Rainy,High,Evening,Normal,NONE,Percentage,Equipment Issue,Traffic
O012541,C00302,K030,R0057,2025-11-01,12,48,Cancelled,250,121,159,4.5,13,UPI,Shadowfax,Cloudy,Low,Dinner,Express,FESTIVE20,Percentage,,Rider Delay
O012542,C02457,K017,R0356,2026-07-15,12,58,Delivered,1124,120,863,4.6,10,Debit Card,Porter,Cloudy,Medium,Breakfast,Normal,WELCOME100,No Discount,,Customer Unavailable
O012543,C02675,K050,R0029,2026-04-23,14,41,Delivered,1441,82,950,3.5,14,Credit Card,Dunzo,Rainy,Low,Dinner,Normal,SAVE50,No Discount,,Traffic
O012544,C02968,K038,R0270,2025-11-25,34,49,Delivered,626,170,469,4.9,10,Cash,In-House,Cloudy,High,Lunch,Express,WELCOME100,No Discount,Ingredient Delay,Customer Unavailable
O012545,C01278,K008,R0284,2026-12-06,20,15,Delivered,823,154,603,4.2,10,Credit Card,Dunzo,Cloudy,High,Breakfast,Normal,FESTIVE20,Percentage,,
O012546,C02392,K007,R0216,2026-06-10,24,50,Delivered,888,21,672,3.2,7,Credit Card,In-House,Cloudy,Medium,Lunch,Normal,NONE,Percentage,,Customer Unavailable
O012547,C00671,K050,R0361,2026-08-27,27,23,Delivered,1493,141,1158,4.8,14,Credit Card,Porter,Cloudy,Low,Dinner,Express,SAVE50,Percentage,Staff Shortage,
O012548,C00771,K048,R0300,2025-09-04,24,20,Cancelled,392,13,299,3.4,4,Credit Card,Porter,Sunny,High,Dinner,Express,SAVE50,No Discount,,Traffic
O012549,C02784,K008,R0474,2025-06-17,31,25,Delivered,1219,70,966,4.8,11,Debit Card,Dunzo,Cloudy,Low,Dinner,Normal,FIRST50,Flat,High Order Volume,
O012550,C02782,K010,R0095,2026-05-23,34,15,Delivered,336,82,206,4.4,3,Cash,Shadowfax,Rainy,Low,Breakfast,Express,WELCOME100,Percentage,High Order Volume,
O012551,C02273,K012,R0026,2025-12-18,20,29,Cancelled,843,36,518,3.2,15,Debit Card,Dunzo,Cloudy,Medium,Lunch,Express,SAVE50,Flat,,Traffic
O012552,C01784,K017,R0112,2026-11-21,27,28,Delivered,1192,147,775,4.1,5,Cash,In-House,Sunny,High,Lunch,Normal,NONE,Percentage,High Order Volume,
O012553,C00818,K031,R0435,2026-12-17,39,36,Cancelled,1445,84,879,3.3,12,Wallet,Dunzo,Sunny,High,Lunch,Normal,FIRST50,No Discount,Equipment Issue,Customer Unavailable
O012554,C02423,K046,R0455,2026-01-22,13,58,Delivered,896,131,666,4.3,3,Debit Card,In-House,Sunny,Medium,Evening,Normal,FIRST50,No Discount,,Heavy Rain
O012555,C02398,K050,R0028,2025-09-18,40,35,Delivered,838,56,591,3.9,13,Cash,Shadowfax,Sunny,Medium,Evening,Normal,FIRST50,No Discount,Staff Shortage,Rider Delay
O012556,C01442,K040,R0059,2025-05-31,35,25,Delivered,236,134,134,4.5,14,Cash,Dunzo,Cloudy,Low,Lunch,Express,FESTIVE20,Flat,Staff Shortage,
O012557,C00609,K020,R0281,2026-03-07,16,15,Delivered,374,133,235,3.0,12,Credit Card,Dunzo,Rainy,Low,Evening,Normal,FESTIVE20,Flat,,
O012558,C02168,K004,R0490,2025-12-19,38,59,Delivered,534,109,333,4.2,8,Cash,Dunzo,Sunny,Low,Lunch,Normal,NONE,No Discount,Ingredient Delay,Rider Delay
O012559,C02408,K030,R0185,2026-04-30,17,25,Delivered,658,184,427,4.2,6,UPI,Dunzo,Rainy,High,Evening,Normal,NONE,Percentage,,
O012560,C00679,K020,R0473,2025-12-01,18,24,Delivered,298,95,177,4.4,11,UPI,Porter,Cloudy,High,Dinner,Express,FESTIVE20,No Discount,,
O012561,C01257,K004,R0455,2025-09-07,27,39,Delivered,738,33,512,3.3,15,Wallet,In-House,Cloudy,High,Breakfast,Express,FIRST50,No Discount,Equipment Issue,Customer Unavailable
O012562,C01020,K015,R0070,2026-08-19,39,33,Delivered,1070,155,825,3.9,12,Credit Card,Dunzo,Cloudy,High,Lunch,Express,FIRST50,No Discount,High Order Volume,Traffic
O012563,C02101,K026,R0342,2025-09-07,22,59,Cancelled,294,147,180,3.6,9,Wallet,Shadowfax,Rainy,Low,Lunch,Express,WELCOME100,Flat,,Rider Delay
O012564,C02980,K032,R0486,2025-03-08,25,44,Delivered,724,158,516,4.4,11,Credit Card,Dunzo,Cloudy,Low,Lunch,Normal,FESTIVE20,Percentage,,Rider Delay
O012565,C02109,K025,R0220,2026-09-19,13,53,Delivered,719,197,535,3.1,3,Debit Card,Porter,Sunny,Low,Breakfast,Express,FESTIVE20,No Discount,,Customer Unavailable
O012566,C02799,K025,R0035,2025-02-03,30,28,Cancelled,1350,43,780,4.8,5,UPI,Porter,Cloudy,Medium,Evening,Normal,FESTIVE20,No Discount,Staff Shortage,Heavy Rain
O012567,C00399,K006,R0140,2026-04-19,40,16,Delivered,1049,115,666,4.1,6,Debit Card,Shadowfax,Rainy,Low,Breakfast,Express,WELCOME100,Flat,Staff Shortage,
O012568,C02967,K031,R0121,2025-10-10,18,49,Delivered,1116,56,697,4.3,5,UPI,In-House,Rainy,High,Dinner,Normal,SAVE50,No Discount,,Customer Unavailable
O012569,C01568,K020,R0098,2025-10-24,33,22,Delivered,217,166,160,3.2,5,Cash,Shadowfax,Sunny,Low,Breakfast,Normal,SAVE50,No Discount,Equipment Issue,
O012570,C02558,K015,R0404,2025-07-26,14,25,Delivered,1173,35,844,3.5,10,Wallet,Dunzo,Rainy,High,Lunch,Normal,NONE,Percentage,,
O012571,C00575,K024,R0059,2026-03-11,18,40,Delivered,238,191,190,4.2,5,Credit Card,Dunzo,Cloudy,Low,Evening,Normal,WELCOME100,Percentage,,Traffic
O012572,C02332,K032,R0250,2026-01-28,39,33,Delivered,316,186,203,4.6,14,UPI,Porter,Cloudy,Low,Evening,Normal,FESTIVE20,Percentage,Staff Shortage,Traffic
O012573,C01728,K044,R0402,2026-10-24,16,38,Delivered,1171,71,801,3.3,5,Wallet,Porter,Cloudy,Medium,Lunch,Normal,FIRST50,Percentage,,Traffic
O012574,C01489,K022,R0250,2025-06-09,25,49,Delivered,279,35,175,4.4,6,Debit Card,In-House,Cloudy,Low,Lunch,Normal,FESTIVE20,Percentage,,Customer Unavailable
O012575,C01580,K015,R0029,2026-09-07,12,37,Delivered,1384,130,1041,3.6,15,Wallet,Shadowfax,Rainy,High,Lunch,Normal,SAVE50,Percentage,,Rider Delay
O012576,C02900,K046,R0048,2025-02-25,35,54,Delivered,809,119,647,4.2,13,Debit Card,Porter,Sunny,High,Lunch,Express,SAVE50,Percentage,High Order Volume,Rider Delay
O012577,C02449,K050,R0154,2026-11-21,31,46,Delivered,1338,14,761,4.7,14,UPI,In-House,Cloudy,High,Evening,Normal,FESTIVE20,No Discount,Staff Shortage,Traffic
O012578,C00328,K024,R0456,2025-05-02,24,22,Delivered,720,3,437,3.6,13,Debit Card,Shadowfax,Sunny,Medium,Lunch,Express,NONE,Flat,,
O012579,C00617,K009,R0030,2025-01-18,21,59,Cancelled,385,29,221,4.6,8,UPI,Dunzo,Rainy,Medium,Dinner,Express,SAVE50,No Discount,,Traffic
O012580,C00246,K005,R0397,2026-04-30,22,36,Delivered,501,54,275,3.8,8,Credit Card,Porter,Rainy,Low,Breakfast,Normal,SAVE50,Flat,,Customer Unavailable
O012581,C01529,K046,R0212,2025-07-05,17,29,Delivered,566,144,414,3.7,7,UPI,Porter,Rainy,Low,Evening,Express,SAVE50,No Discount,,
O012582,C01761,K042,R0359,2026-02-02,36,39,Delivered,1293,19,789,3.4,6,Wallet,Porter,Rainy,Medium,Breakfast,Express,FIRST50,Flat,Ingredient Delay,Rider Delay
O012583,C00436,K040,R0309,2025-06-03,10,36,Delivered,599,26,356,4.5,3,Cash,Dunzo,Sunny,High,Dinner,Express,WELCOME100,No Discount,,Heavy Rain
O012584,C01566,K031,R0237,2025-03-21,40,47,Delivered,1482,144,959,4.8,12,Wallet,Dunzo,Cloudy,Low,Lunch,Normal,WELCOME100,No Discount,Ingredient Delay,Heavy Rain
O012585,C02009,K029,R0025,2025-09-26,26,35,Delivered,1215,100,773,4.6,8,Wallet,Porter,Rainy,Low,Dinner,Express,FIRST50,No Discount,Equipment Issue,Heavy Rain
O012586,C01606,K042,R0384,2025-04-01,25,38,Delivered,415,182,312,3.8,5,Wallet,In-House,Cloudy,Medium,Lunch,Normal,SAVE50,Percentage,,Traffic
O012587,C02508,K001,R0190,2025-10-02,39,36,Delivered,1175,192,773,4.1,2,Debit Card,Dunzo,Cloudy,Low,Dinner,Express,SAVE50,Percentage,Staff Shortage,Traffic
O012588,C00719,K015,R0009,2025-08-28,24,34,Delivered,267,39,198,4.2,9,Credit Card,In-House,Cloudy,Medium,Dinner,Express,FIRST50,Flat,,Customer Unavailable
O012589,C00969,K033,R0308,2025-08-08,19,41,Delivered,416,85,297,4.4,4,Wallet,Shadowfax,Cloudy,High,Lunch,Express,WELCOME100,Percentage,,Heavy Rain
O012590,C00691,K044,R0190,2025-02-21,25,48,Delivered,543,42,406,3.7,11,Debit Card,Dunzo,Rainy,High,Evening,Express,SAVE50,Percentage,,Heavy Rain
O012591,C01484,K030,R0221,2026-05-09,30,25,Cancelled,1094,179,794,4.4,8,Debit Card,Dunzo,Sunny,Low,Lunch,Express,NONE,Flat,Equipment Issue,Customer Unavailable
O012592,C01145,K015,R0048,2025-08-09,33,23,Delivered,928,102,646,5.0,7,Credit Card,Dunzo,Sunny,Medium,Lunch,Express,NONE,Percentage,Equipment Issue,
O012593,C01140,K036,R0267,2025-02-17,16,42,Delivered,954,180,738,3.8,5,Cash,Shadowfax,Rainy,Low,Evening,Normal,SAVE50,Percentage,,Customer Unavailable
O012594,C02368,K031,R0246,2026-04-23,13,36,Delivered,1360,67,819,4.1,8,Debit Card,In-House,Cloudy,Medium,Breakfast,Normal,NONE,No Discount,,Rider Delay
O012595,C01269,K037,R0113,2025-07-24,32,30,Delivered,1268,72,744,3.2,3,Wallet,Shadowfax,Cloudy,Medium,Dinner,Express,SAVE50,No Discount,High Order Volume,
O012596,C00288,K034,R0250,2026-10-21,31,35,Delivered,1015,143,599,4.0,12,Debit Card,Dunzo,Sunny,Medium,Dinner,Express,SAVE50,Percentage,Equipment Issue,Rider Delay
O012597,C02708,K007,R0230,2026-05-08,19,32,Delivered,784,43,458,3.6,12,Wallet,Shadowfax,Cloudy,Medium,Lunch,Express,FESTIVE20,Percentage,,Heavy Rain
O012598,C00236,K045,R0303,2025-04-22,26,46,Cancelled,815,139,510,4.3,12,Credit Card,Shadowfax,Sunny,High,Breakfast,Normal,NONE,Flat,Ingredient Delay,Customer Unavailable
O012599,C01650,K023,R0172,2026-04-15,39,41,Delivered,686,137,465,3.9,7,Credit Card,In-House,Rainy,High,Breakfast,Express,NONE,Percentage,Ingredient Delay,Rider Delay
O012600,C02717,K035,R0035,2026-03-11,24,56,Delivered,229,26,144,3.5,2,Wallet,Porter,Cloudy,Medium,Dinner,Express,FIRST50,Flat,,Customer Unavailable
O012601,C01787,K043,R0244,2025-10-12,13,22,Delivered,965,129,718,4.9,3,Credit Card,Shadowfax,Rainy,Low,Dinner,Express,FIRST50,Percentage,,
O012602,C00342,K043,R0276,2026-12-03,29,17,Delivered,991,140,626,4.6,9,Cash,Dunzo,Cloudy,Medium,Breakfast,Normal,FESTIVE20,Percentage,High Order Volume,
O012603,C02163,K023,R0303,2026-10-09,28,26,Delivered,1278,0,705,3.9,12,Cash,Dunzo,Cloudy,Medium,Lunch,Normal,SAVE50,No Discount,High Order Volume,
O012604,C00605,K036,R0134,2026-03-30,26,19,Delivered,425,146,275,3.4,9,UPI,Shadowfax,Rainy,Low,Breakfast,Normal,WELCOME100,Flat,High Order Volume,
O012605,C01323,K050,R0127,2025-07-27,31,18,Delivered,313,90,173,3.2,13,Wallet,Shadowfax,Rainy,High,Evening,Normal,NONE,Percentage,Equipment Issue,
O012606,C00846,K018,R0438,2026-11-15,19,35,Delivered,1404,33,838,3.8,12,Cash,Dunzo,Cloudy,Low,Dinner,Express,FESTIVE20,Percentage,,Heavy Rain
O012607,C02965,K047,R0115,2026-04-09,23,33,Cancelled,1412,187,1025,4.5,12,Credit Card,Shadowfax,Rainy,High,Dinner,Express,NONE,Flat,,Customer Unavailable
O012608,C00411,K014,R0336,2025-01-29,23,55,Delivered,400,151,265,4.1,2,UPI,In-House,Cloudy,High,Lunch,Express,FIRST50,Flat,,Rider Delay
O012609,C01147,K013,R0420,2026-05-14,12,33,Delivered,337,92,262,4.9,11,Credit Card,In-House,Sunny,High,Breakfast,Express,NONE,Percentage,,Rider Delay
O012610,C00735,K028,R0403,2025-08-13,29,52,Delivered,324,137,199,3.9,6,UPI,Dunzo,Cloudy,Medium,Evening,Normal,SAVE50,Flat,Equipment Issue,Customer Unavailable
O012611,C00272,K045,R0032,2026-08-15,27,29,Delivered,1181,19,894,3.3,10,Debit Card,Porter,Sunny,Low,Evening,Normal,FIRST50,Flat,Equipment Issue,
O012612,C01775,K029,R0260,2026-04-19,36,58,Delivered,1169,106,677,3.8,3,Cash,Shadowfax,Rainy,Low,Evening,Normal,FESTIVE20,Percentage,Staff Shortage,Heavy Rain
O012613,C01543,K023,R0417,2025-12-17,17,16,Delivered,716,9,508,4.2,9,Cash,Shadowfax,Rainy,High,Evening,Normal,SAVE50,Percentage,,
O012614,C01998,K041,R0357,2026-12-30,35,56,Delivered,873,89,615,3.2,9,Debit Card,Porter,Cloudy,Medium,Dinner,Normal,NONE,Flat,Staff Shortage,Heavy Rain
O012615,C01954,K016,R0341,2026-12-05,39,20,Delivered,891,32,491,3.1,14,UPI,Dunzo,Rainy,Low,Dinner,Normal,FESTIVE20,No Discount,Equipment Issue,
O012616,C01403,K031,R0081,2025-03-14,12,34,Delivered,563,92,420,3.8,6,Credit Card,In-House,Cloudy,High,Lunch,Express,NONE,Percentage,,Heavy Rain
O012617,C00232,K034,R0489,2025-08-26,15,45,Delivered,1119,171,789,4.7,7,Debit Card,Shadowfax,Cloudy,Medium,Breakfast,Normal,FESTIVE20,Flat,,Rider Delay
O012618,C02393,K014,R0332,2026-11-12,32,57,Delivered,433,21,239,4.8,10,Credit Card,Porter,Rainy,Medium,Breakfast,Express,FIRST50,Flat,Ingredient Delay,Heavy Rain
O012619,C02820,K023,R0473,2026-01-12,24,46,Cancelled,335,22,249,4.1,9,UPI,Porter,Cloudy,High,Lunch,Normal,NONE,Flat,,Traffic
O012620,C01390,K007,R0102,2025-04-22,36,42,Delivered,1345,6,964,3.0,3,Debit Card,In-House,Cloudy,Low,Evening,Express,FESTIVE20,No Discount,Equipment Issue,Rider Delay
O012621,C01194,K040,R0104,2026-03-16,18,19,Cancelled,1331,50,763,3.0,10,Debit Card,Porter,Cloudy,High,Evening,Normal,FESTIVE20,Flat,,Heavy Rain
O012622,C01299,K022,R0486,2025-07-17,19,40,Delivered,242,54,159,3.3,11,Debit Card,Dunzo,Cloudy,Medium,Lunch,Normal,NONE,Percentage,,Rider Delay
O012623,C02323,K026,R0371,2026-11-13,10,50,Delivered,1196,91,862,4.7,4,Wallet,In-House,Rainy,High,Evening,Express,FIRST50,Flat,,Heavy Rain
O012624,C01388,K024,R0288,2025-12-20,12,42,Delivered,1023,67,742,3.0,7,Wallet,In-House,Rainy,High,Breakfast,Normal,FESTIVE20,No Discount,,Traffic
O012625,C02319,K046,R0310,2026-12-01,39,45,Cancelled,1302,65,894,4.9,10,Credit Card,Porter,Rainy,Medium,Breakfast,Express,NONE,Percentage,High Order Volume,Traffic
O012626,C02196,K001,R0033,2025-02-15,35,21,Delivered,661,177,406,3.3,8,Cash,Porter,Sunny,Low,Breakfast,Express,FESTIVE20,Percentage,Equipment Issue,
O012627,C01090,K001,R0056,2026-11-26,27,40,Delivered,888,25,524,3.4,4,Credit Card,Dunzo,Rainy,Low,Dinner,Express,FESTIVE20,No Discount,Equipment Issue,Traffic
O012628,C00691,K023,R0199,2025-11-28,26,52,Delivered,1103,9,663,4.6,13,Cash,Dunzo,Sunny,High,Evening,Express,FESTIVE20,Percentage,Ingredient Delay,Customer Unavailable
O012629,C01864,K040,R0276,2025-03-02,37,22,Delivered,1143,152,726,3.9,2,Cash,In-House,Cloudy,Low,Dinner,Normal,FIRST50,Percentage,Staff Shortage,
O012630,C01223,K044,R0103,2026-01-29,20,56,Delivered,1403,1,981,3.8,9,UPI,Dunzo,Cloudy,Medium,Dinner,Express,WELCOME100,Flat,,Rider Delay
O012631,C01296,K023,R0048,2025-02-03,16,57,Delivered,732,28,441,4.2,13,Cash,Dunzo,Rainy,Medium,Dinner,Normal,SAVE50,Percentage,,Traffic
O012632,C02894,K005,R0063,2026-02-06,10,31,Delivered,1371,115,981,3.9,5,Wallet,Porter,Sunny,High,Breakfast,Express,SAVE50,No Discount,,Customer Unavailable
O012633,C00490,K043,R0087,2025-02-17,13,50,Delivered,706,175,527,4.6,2,UPI,Porter,Cloudy,Medium,Evening,Normal,SAVE50,No Discount,,Traffic
O012634,C01752,K032,R0274,2026-02-20,28,39,Delivered,225,70,151,5.0,14,Credit Card,Shadowfax,Sunny,High,Dinner,Express,NONE,Percentage,High Order Volume,Rider Delay
O012635,C00060,K013,R0394,2025-12-22,29,57,Delivered,1270,110,770,3.6,15,Credit Card,Dunzo,Rainy,High,Evening,Normal,NONE,Percentage,High Order Volume,Rider Delay
O012636,C00898,K048,R0445,2026-09-08,34,31,Delivered,659,102,381,3.1,11,Cash,Dunzo,Rainy,Low,Lunch,Express,SAVE50,Flat,Staff Shortage,Heavy Rain
O012637,C02462,K003,R0363,2025-05-19,29,47,Delivered,1434,20,891,4.7,2,UPI,Dunzo,Rainy,High,Evening,Express,FIRST50,Percentage,Staff Shortage,Traffic
O012638,C01520,K014,R0156,2026-07-10,35,40,Delivered,768,5,594,4.8,6,Credit Card,In-House,Sunny,High,Breakfast,Normal,SAVE50,Flat,High Order Volume,Traffic
O012639,C01443,K015,R0457,2026-09-30,34,50,Delivered,285,133,163,3.6,2,Credit Card,Shadowfax,Rainy,High,Dinner,Express,SAVE50,Flat,Staff Shortage,Heavy Rain
O012640,C00534,K033,R0058,2025-01-15,30,27,Delivered,1483,57,1031,3.3,12,Cash,In-House,Cloudy,Medium,Evening,Express,FESTIVE20,No Discount,Ingredient Delay,
O012641,C02099,K048,R0055,2026-03-09,15,42,Delivered,478,48,295,3.8,7,Credit Card,Porter,Sunny,Low,Breakfast,Normal,NONE,No Discount,,Rider Delay
O012642,C01135,K033,R0081,2025-07-19,16,38,Cancelled,631,39,482,4.0,15,UPI,Dunzo,Rainy,Low,Breakfast,Express,FIRST50,Percentage,,Customer Unavailable
O012643,C01100,K047,R0439,2026-12-07,21,15,Delivered,315,6,190,4.7,4,Cash,In-House,Cloudy,Low,Evening,Normal,WELCOME100,Flat,,
O012644,C00697,K033,R0220,2025-10-20,10,51,Delivered,708,163,414,3.7,6,Wallet,In-House,Rainy,High,Dinner,Express,WELCOME100,No Discount,,Heavy Rain
O012645,C00884,K002,R0059,2026-12-12,19,22,Delivered,1034,61,669,3.5,6,Credit Card,In-House,Cloudy,High,Dinner,Express,FESTIVE20,Percentage,,
O012646,C02343,K014,R0382,2026-02-14,37,18,Delivered,739,61,533,4.3,12,UPI,In-House,Sunny,Low,Lunch,Normal,NONE,Flat,Equipment Issue,
O012647,C00075,K017,R0174,2025-12-03,19,60,Delivered,1447,167,874,3.9,5,Credit Card,Porter,Rainy,Low,Evening,Express,FIRST50,No Discount,,Customer Unavailable
O012648,C02806,K037,R0368,2025-05-13,40,16,Delivered,1471,53,815,4.4,6,Debit Card,Porter,Sunny,High,Breakfast,Express,SAVE50,Flat,High Order Volume,
O012649,C00812,K047,R0429,2025-09-30,24,57,Delivered,842,81,624,3.1,11,Credit Card,Dunzo,Sunny,Medium,Lunch,Normal,FESTIVE20,Percentage,,Rider Delay
